tripinfos [xmlns:xsi],tripinfos [xsi:noNamespaceSchemaLocation],tripinfo [arrivalLane],tripinfo [arrivalPos],tripinfo [arrivalSpeed],tripinfo [arrival],tripinfo [departDelay],tripinfo [departLane],tripinfo [departPos],tripinfo [departSpeed],tripinfo [depart],tripinfo [devices],tripinfo [duration],tripinfo [id],tripinfo [rerouteNo],tripinfo [routeLength],tripinfo [speedFactor],tripinfo [stopTime],tripinfo [timeLoss],tripinfo [vType],tripinfo [vaporized],tripinfo [waitingCount],tripinfo [waitingTime]
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-7515882#1_0,68.13,9.34,672.00,0.27,7520127_0,5.10,9.40,89.00,tripinfo_veh288 routing_veh288,583.00,veh288,1,5896.89,1.13,0.00,225.73,veh_passenger,,7,134.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-1267989605#1_0,29.94,14.45,675.00,0.50,-275095923#6_0,5.10,0.00,608.00,tripinfo_myflow1.29 routing_myflow1.29,67.00,myflow1.29,1,541.87,1.07,0.00,7.13,DEFAULT_VEHTYPE,,0,0.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,7510805#1_0,41.49,7.35,676.00,0.15,148741659#1_0,5.10,0.00,2.00,tripinfo_veh6 routing_veh6,674.00,veh6,1,8301.72,0.89,0.00,86.13,veh_passenger,,3,11.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,152220704#0_0,0.20,5.89,676.00,0.28,64223642#12_0,12.10,0.00,272.00,tripinfo_bus294 routing_bus294,404.00,bus294,1,3863.59,1.00,0.00,98.94,bus_bus,,4,27.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,1077470384#2_0,5.76,13.71,676.00,0.21,-188344466#1_0,12.10,0.00,320.00,tripinfo_bus346 routing_bus346,356.00,bus346,1,3517.75,1.00,0.00,52.93,bus_bus,,2,16.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,7519789#0_0,109.58,12.69,678.00,0.09,7512952#3_0,5.10,0.00,50.00,tripinfo_veh162 routing_veh162,628.00,veh162,1,6980.59,0.96,0.00,171.91,veh_passenger,,7,88.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-7333070#1_0,54.00,8.15,679.00,0.03,-78070881#2_0,12.10,0.00,220.00,tripinfo_bus238 routing_bus238,459.00,bus238,1,4574.30,1.00,0.00,97.23,bus_bus,,2,46.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-89708109#2_0,33.95,7.08,679.00,0.27,75871711#0_0,5.10,0.00,508.00,tripinfo_veh1648 routing_veh1648,171.00,veh1648,1,1252.95,0.95,0.00,17.88,veh_passenger,,0,0.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-7513065#3_0,30.56,7.25,680.00,0.62,71325978#2_0,5.10,0.00,118.00,tripinfo_veh381 routing_veh381,562.00,veh381,1,3859.36,0.98,0.00,242.60,veh_passenger,,5,168.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,7546637#1_0,36.07,3.79,680.00,0.80,-7519823#1_0,5.10,0.00,157.00,tripinfo_veh507 routing_veh507,523.00,veh507,1,4226.78,0.98,0.00,214.75,veh_passenger,,5,148.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,747363520#1_0,15.84,15.37,681.00,0.20,-120002001#4_0,5.10,0.00,88.00,tripinfo_veh285 routing_veh285,593.00,veh285,1,8914.89,1.13,0.00,161.52,veh_passenger,,2,21.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-7511838#2_0,170.65,10.98,682.00,0.69,-7518953#2_0,5.10,15.64,1.00,tripinfo_veh1 routing_veh1,681.00,veh1,1,7869.01,0.94,0.00,172.64,veh_passenger,,4,91.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,7519804#2_0,19.93,8.01,682.00,0.51,-150447633#0_0,5.10,0.00,206.00,tripinfo_veh667 routing_veh667,476.00,veh667,1,6215.89,1.02,0.00,74.65,veh_passenger,,1,3.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-7520127_0,28.99,8.11,683.00,0.59,90609916_0,5.10,9.38,138.00,tripinfo_veh446 routing_veh446,545.00,veh446,1,7582.40,1.13,0.00,91.37,veh_passenger,,1,2.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,28375155#1_0,6.08,6.79,684.00,0.11,-7333419#16_0,5.10,0.00,335.00,tripinfo_veh1087 routing_veh1087,349.00,veh1087,1,3331.95,0.87,0.00,57.00,veh_passenger,,1,5.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-7511169#2_0,62.81,6.00,685.00,0.86,7546237#1_0,5.10,0.00,48.00,tripinfo_veh153 routing_veh153,637.00,veh153,1,6580.48,0.73,0.00,105.29,veh_passenger,,2,42.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,7512955#2_0,2.94,5.92,688.00,0.84,554988325_0,5.10,0.00,125.00,tripinfo_veh403 routing_veh403,563.00,veh403,1,4936.91,0.81,0.00,108.99,veh_passenger,,4,46.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-280058726#1_0,10.94,7.95,689.00,0.44,-714527994#1_0,5.10,0.00,14.00,tripinfo_veh44 routing_veh44,675.00,veh44,1,8546.80,1.04,0.00,181.90,veh_passenger,,6,86.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,7519657#1_0,53.98,3.96,689.00,0.08,690539390_0,12.10,0.00,306.00,tripinfo_bus331 routing_bus331,383.00,bus331,1,4637.45,1.00,0.00,71.06,bus_bus,,1,19.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,7511716_0,0.20,6.28,689.00,0.78,7510905#1_0,12.10,0.00,364.00,tripinfo_bus393 routing_bus393,325.00,bus393,1,3260.23,1.00,0.00,80.87,bus_bus,,3,14.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,7325894#2_0,19.76,7.93,690.00,0.55,7332736#3_0,12.10,0.00,239.00,tripinfo_bus258 routing_bus258,451.00,bus258,1,4886.07,1.00,0.00,71.84,bus_bus,,2,11.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,7519855#2_0,56.51,4.24,690.00,0.35,126729813_1,5.10,34.43,204.00,tripinfo_veh661 routing_veh661,486.00,veh661,1,11136.70,1.24,0.00,90.28,veh_passenger,,2,20.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,1148500295_0,32.05,11.72,691.00,0.34,-7512985#1_0,5.10,0.00,216.00,tripinfo_veh700 routing_veh700,475.00,veh700,1,5884.81,0.93,0.00,62.66,veh_passenger,,2,3.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-410339561#1_0,23.29,8.35,692.00,0.28,-7520161#4_0,5.10,0.00,20.00,tripinfo_veh64 routing_veh64,672.00,veh64,1,10592.34,1.12,0.00,159.20,veh_passenger,,3,93.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,89701525#3_0,21.41,7.91,695.00,0.31,-7329499#0_0,12.10,0.00,248.00,tripinfo_bus268 routing_bus268,447.00,bus268,1,4136.18,1.00,0.00,96.19,bus_bus,,2,40.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,7546354#3_0,66.25,8.02,696.00,0.82,-640885615_0,7.20,0.00,499.00,tripinfo_truck1078 routing_truck1078,197.00,truck1078,1,2173.03,0.97,0.00,28.89,truck_truck,,0,0.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,409616176#1_0,29.94,4.15,697.00,0.00,-1235554244#1_0,12.10,13.89,427.00,tripinfo_bus462 routing_bus462,270.00,bus462,1,2803.17,1.00,0.00,49.71,bus_bus,,1,2.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,7519977#2_0,8.42,4.35,698.00,0.56,667006203_0,5.10,0.00,105.00,tripinfo_veh339 routing_veh339,593.00,veh339,1,7337.35,1.21,0.00,172.33,veh_passenger,,3,18.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,7519495#3_0,23.63,9.04,698.00,0.53,7329863#1_0,5.10,0.00,129.00,tripinfo_veh417 routing_veh417,569.00,veh417,1,9190.77,1.19,0.00,172.44,veh_passenger,,4,60.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-7517113_0,76.79,7.85,698.00,0.23,-280060835_0,12.10,0.00,552.00,tripinfo_bus597 routing_bus597,146.00,bus597,1,1562.50,1.00,0.00,24.17,bus_bus,,1,1.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,7510866#1_0,171.80,8.88,699.00,0.60,7333331_2,5.10,30.82,130.00,tripinfo_veh420 routing_veh420,569.00,veh420,1,8993.65,1.11,0.00,78.06,veh_passenger,,2,20.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-7511109#2_0,9.77,7.89,700.00,0.42,-475124196_0,5.10,10.41,156.00,tripinfo_veh505 routing_veh505,544.00,veh505,1,6582.66,1.04,0.00,59.77,veh_passenger,,0,0.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-7548982#3_0,123.69,13.72,700.00,0.37,-280060837#1_0,5.10,0.00,371.00,tripinfo_veh1203 routing_veh1203,329.00,veh1203,1,6432.06,1.05,0.00,30.66,veh_passenger,,0,0.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,59421299#4_1,7.18,7.63,705.00,0.56,7519941#4_0,12.10,0.00,288.00,tripinfo_bus311 routing_bus311,417.00,bus311,1,4134.74,1.00,0.00,153.70,bus_bus,,5,60.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-7331873#10_0,14.74,7.76,706.00,0.43,-7510974#0_0,5.10,0.00,26.00,tripinfo_veh83 routing_veh83,680.00,veh83,1,8170.51,1.09,0.00,174.12,veh_passenger,,5,40.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,1078326074#0_0,102.68,13.50,706.00,0.19,-7519981#2_0,5.10,0.00,149.00,tripinfo_veh483 routing_veh483,557.00,veh483,1,6007.78,0.98,0.00,153.85,veh_passenger,,6,78.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-7547106_0,41.43,7.95,706.00,0.66,7546815#3_0,12.10,0.00,582.00,tripinfo_bus629 routing_bus629,124.00,bus629,1,1193.60,1.00,0.00,20.13,bus_bus,,0,0.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-1267989605#1_0,29.94,11.51,706.00,0.00,-275095923#6_0,5.10,0.00,625.00,tripinfo_myflow1.30 routing_myflow1.30,81.00,myflow1.30,1,541.87,0.89,0.00,9.35,DEFAULT_VEHTYPE,,0,0.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,7546669_0,48.15,8.82,707.00,5.26,-7547115#0_0,5.10,0.00,525.00,tripinfo_veh1687 routing_veh1687,182.00,veh1687,1,1796.93,1.10,0.00,35.11,veh_passenger,,1,4.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,81024169_0,517.56,19.79,708.00,0.70,-7546310_0,5.10,0.00,115.00,tripinfo_veh371 routing_veh371,593.00,veh371,1,10354.47,0.94,0.00,89.69,veh_passenger,,4,14.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-7546436_0,50.88,8.17,708.00,0.20,-89708136_0,12.10,0.00,210.00,tripinfo_bus227 routing_bus227,498.00,bus227,1,6315.39,1.00,0.00,132.95,bus_bus,,4,45.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-1126480708#1_0,103.46,13.35,708.00,0.49,122307859_0,5.10,27.67,336.00,tripinfo_veh1089 routing_veh1089,372.00,veh1089,1,6851.18,1.00,0.00,50.01,veh_passenger,,1,25.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,7519495#7_0,22.25,9.09,708.00,0.25,-231684806#5_0,5.10,0.00,524.00,tripinfo_veh1700 routing_veh1700,184.00,veh1700,1,1939.18,1.15,0.00,22.67,veh_passenger,,0,0.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-7331828#3_0,22.85,6.49,708.00,0.01,-813675738#1_0,0.20,0.00,529.00,tripinfo_veh1717 routing_veh1717,179.00,veh1717,1,1412.46,0.91,0.00,44.71,veh_passenger,,2,22.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,428868280_0,10.43,10.14,709.00,0.01,89375167#4_0,5.10,0.00,53.00,tripinfo_veh172 routing_veh172,656.00,veh172,1,11248.40,1.14,0.00,149.60,veh_passenger,,4,48.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,7517462#1_0,49.70,17.13,709.00,0.83,-7515882#0_0,5.10,0.00,137.00,tripinfo_veh442 routing_veh442,572.00,veh442,1,4493.91,0.80,0.00,172.23,veh_passenger,,7,110.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-464620090#2_0,1.55,7.95,711.00,0.21,7516865_0,12.10,8.33,198.00,tripinfo_bus214 routing_bus214,513.00,bus214,1,4965.15,1.00,0.00,103.22,bus_bus,,5,21.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,375388201_0,2.50,10.50,712.00,0.82,-7330900#1_0,12.10,0.00,389.00,tripinfo_bus420 routing_bus420,323.00,bus420,1,3053.17,1.00,0.00,25.57,bus_bus,,0,0.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-133093132#1_0,0.20,8.98,712.00,0.88,7330041#1_0,5.10,0.00,516.00,tripinfo_veh1672 routing_veh1672,196.00,veh1672,1,1199.73,1.19,0.00,94.09,veh_passenger,,2,59.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,7512874#0_0,59.48,7.70,713.00,0.21,52028227_1,5.10,22.62,133.00,tripinfo_veh431 routing_veh431,580.00,veh431,1,5716.56,1.02,0.00,123.80,veh_passenger,,3,42.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-7519500#0_0,31.08,8.80,714.00,0.03,-7332918#1_0,5.10,0.00,94.00,tripinfo_veh305 routing_veh305,620.00,veh305,1,8584.33,1.08,0.00,127.80,veh_passenger,,1,9.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,7332163#1_0,0.20,7.72,714.00,0.84,-7333616#0_0,5.10,0.00,369.00,tripinfo_veh1195 routing_veh1195,345.00,veh1195,1,3757.36,0.97,0.00,86.53,veh_passenger,,2,41.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-7546300_0,67.17,8.14,714.00,0.81,7520240#4_0,7.20,0.00,505.00,tripinfo_truck1091 routing_truck1091,209.00,truck1091,1,1831.47,1.00,0.00,80.74,truck_truck,,1,46.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-1267989605#1_0,29.94,13.49,714.00,0.50,-275095923#6_0,5.10,0.00,643.00,tripinfo_myflow1.31 routing_myflow1.31,71.00,myflow1.31,1,541.87,1.00,0.00,7.27,DEFAULT_VEHTYPE,,0,0.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,7329575#2_0,5.77,6.47,715.00,0.29,7517105#0_0,1.66,0.00,16.00,tripinfo_veh51 routing_veh51,699.00,veh51,1,5522.70,0.85,0.00,156.69,veh_passenger,,5,86.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,7516603#6_0,7.99,6.80,716.00,0.61,7330422#0_0,5.10,0.00,126.00,tripinfo_veh407 routing_veh407,590.00,veh407,1,5142.59,0.84,0.00,86.22,veh_passenger,,1,32.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-7512957#0_0,16.10,8.91,716.00,0.73,7327014_0,5.10,0.00,148.00,tripinfo_veh478 routing_veh478,568.00,veh478,1,4160.76,1.20,0.00,293.33,veh_passenger,,6,183.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-722580163#11_0,15.83,7.79,717.00,0.68,7329816#14_0,5.10,0.00,9.00,tripinfo_veh27 routing_veh27,708.00,veh27,1,13436.17,0.95,0.00,83.31,veh_passenger,,1,35.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,58671635#1_0,42.37,7.97,717.00,0.90,554988327_0,0.20,0.00,138.00,tripinfo_veh445 routing_veh445,579.00,veh445,1,10315.64,1.07,0.00,117.69,veh_passenger,,4,53.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,46275499#0_0,15.07,8.67,718.00,0.83,1019440788#3_0,0.20,0.00,72.00,tripinfo_veh231 routing_veh231,646.00,veh231,1,8666.25,1.00,0.00,98.26,veh_passenger,,3,3.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,7516637#2_0,106.17,8.11,718.00,0.17,240411229#2_4,12.10,0.00,356.00,tripinfo_bus385 routing_bus385,362.00,bus385,1,3653.97,1.00,0.00,96.69,bus_bus,,3,9.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,1025173314_0,1.15,10.36,718.00,0.50,7329760#9_0,12.10,0.00,397.00,tripinfo_bus429 routing_bus429,321.00,bus429,1,3439.75,1.00,0.00,46.37,bus_bus,,1,6.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-7327041#16_0,26.70,13.32,718.00,0.79,73180115#2_0,5.10,0.00,523.00,tripinfo_veh1695 routing_veh1695,195.00,veh1695,1,1878.11,1.02,0.00,59.07,veh_passenger,,3,22.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-7515882#1_0,68.13,6.62,721.00,0.61,-89689183_0,5.10,0.00,362.00,tripinfo_veh1173 routing_veh1173,359.00,veh1173,1,4033.69,0.95,0.00,49.64,veh_passenger,,1,4.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,7519675#3_0,76.01,3.99,723.00,0.24,7330786_0,5.10,0.00,113.00,tripinfo_veh366 routing_veh366,610.00,veh366,1,9406.90,1.11,0.00,148.29,veh_passenger,,6,46.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,7329661#0_0,61.62,6.54,723.00,0.80,-7329515#1_0,5.10,4.81,519.00,tripinfo_veh1682 routing_veh1682,204.00,veh1682,1,1391.23,0.92,0.00,20.61,veh_passenger,,0,0.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-158182429#9_0,32.50,8.74,724.00,0.29,7546541#0_0,5.10,16.39,12.00,tripinfo_veh38 routing_veh38,712.00,veh38,1,7237.96,1.18,0.00,360.46,veh_passenger,,9,204.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-7510628#2_0,10.37,10.40,724.00,0.97,7519844#0_0,5.10,0.00,143.00,tripinfo_veh461 routing_veh461,581.00,veh461,1,9036.46,1.32,0.00,179.08,veh_passenger,,2,21.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,7511542#1_0,28.45,8.44,724.00,0.15,7325878#2_0,12.10,0.00,246.00,tripinfo_bus266 routing_bus266,478.00,bus266,1,4508.47,1.00,0.00,85.62,bus_bus,,2,11.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-7510752#0_0,61.65,7.61,724.00,0.25,667006203_0,5.10,0.00,345.00,tripinfo_veh1119 routing_veh1119,379.00,veh1119,1,3431.43,0.97,0.00,60.23,veh_passenger,,2,4.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,131115124_0,32.13,7.17,724.00,0.70,7333060_0,5.10,0.00,351.00,tripinfo_veh1137 routing_veh1137,373.00,veh1137,1,3459.82,0.93,0.00,47.79,veh_passenger,,1,3.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,7330005#11_0,63.70,6.82,725.00,0.78,165817257#1_0,5.10,0.00,112.00,tripinfo_veh361 routing_veh361,613.00,veh361,1,9854.73,0.89,0.00,49.31,veh_passenger,,1,3.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-280058729#0_0,11.75,7.13,726.00,0.50,-7519975#3_0,5.10,0.00,214.00,tripinfo_veh693 routing_veh693,512.00,veh693,1,6056.55,0.99,0.00,100.12,veh_passenger,,3,24.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-7512859#0_0,57.51,6.99,726.00,0.50,-89812795#0_0,5.10,0.00,328.00,tripinfo_veh1063 routing_veh1063,398.00,veh1063,1,3662.36,0.90,0.00,65.42,veh_passenger,,2,13.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,7329575#5_0,25.27,7.08,729.00,0.27,-7515857#9_0,5.10,0.00,207.00,tripinfo_veh671 routing_veh671,522.00,veh671,1,4259.38,0.95,0.00,149.74,veh_passenger,,3,70.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-669906357#0_0,43.38,7.91,730.00,0.90,7332875#1_0,12.10,0.00,390.00,tripinfo_bus421 routing_bus421,340.00,bus421,1,3541.23,1.00,0.00,55.10,bus_bus,,2,3.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-7511671#2_0,24.72,8.23,731.00,0.28,-51067767#1_0,5.10,0.00,81.00,tripinfo_veh262 routing_veh262,650.00,veh262,1,4172.92,1.01,0.00,328.01,veh_passenger,,9,204.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,431439709_0,5.38,7.77,731.00,0.91,-7518953#1_0,5.10,0.00,374.00,tripinfo_veh1211 routing_veh1211,357.00,veh1211,1,5189.13,1.01,0.00,81.58,veh_passenger,,3,16.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,497828532#0_0,41.33,14.84,732.00,0.64,813681561#3_0,5.10,0.00,98.00,tripinfo_veh316 routing_veh316,634.00,veh316,1,9867.94,1.09,0.00,152.79,veh_passenger,,4,48.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-7546582#1_0,33.94,9.19,733.00,0.67,-7510862#1_0,5.10,0.00,78.00,tripinfo_veh251 routing_veh251,655.00,veh251,1,8009.54,1.14,0.00,206.58,veh_passenger,,3,93.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,7515971#0_0,17.47,7.44,734.00,0.95,7545995#0_0,5.10,4.00,37.00,tripinfo_veh117 routing_veh117,697.00,veh117,1,6797.76,0.96,0.00,168.06,veh_passenger,,7,42.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-7332733#0_0,70.54,7.77,734.00,0.22,7510580#0_0,12.10,0.00,442.00,tripinfo_bus478 routing_bus478,292.00,bus478,1,2451.22,1.00,0.00,61.50,bus_bus,,2,20.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,491005912_0,1121.19,27.64,736.00,0.33,7510461#1_0,5.10,0.00,45.00,tripinfo_veh145 routing_veh145,691.00,veh145,1,11094.00,1.02,0.00,112.22,veh_passenger,,1,16.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-7511805#4_0,10.51,8.06,736.00,0.25,7515926#1_0,12.10,0.00,540.00,tripinfo_bus584 routing_bus584,196.00,bus584,1,2252.12,1.00,0.00,24.46,bus_bus,,0,0.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,234035305#0_0,180.98,8.16,738.00,0.43,7516577_0,5.10,0.00,144.00,tripinfo_veh466 routing_veh466,594.00,veh466,1,6786.26,1.06,0.00,173.66,veh_passenger,,7,81.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,7510891#3_0,1.10,12.72,738.00,0.92,706076451#0_2,5.10,0.00,187.00,tripinfo_veh604 routing_veh604,551.00,veh604,1,3857.48,1.01,0.00,301.77,veh_passenger,,5,239.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-7511577#0_0,21.18,7.87,739.00,0.80,-747377213_0,5.10,0.00,96.00,tripinfo_veh309 routing_veh309,643.00,veh309,1,7834.00,1.04,0.00,164.99,veh_passenger,,6,58.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-818057034_0,27.71,7.02,739.00,0.83,-7519823#2_0,5.10,0.00,133.00,tripinfo_veh429 routing_veh429,606.00,veh429,1,8170.99,0.98,0.00,74.71,veh_passenger,,1,2.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-7517212#0_0,40.90,13.65,741.00,0.64,-7516051#4_0,12.10,0.00,350.00,tripinfo_bus378 routing_bus378,391.00,bus378,1,4047.31,1.00,0.00,64.90,bus_bus,,3,13.00
